Product ID,Store ID,Price,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
1907,36,32.44,74.23,7.05,413,4,18.32,9.59,0.85
2616,96,81.84,42.78,20.48,1,3,0.84,2.19,1.62
3037,44,43.82,99.09,10.41,275,2,17.28,1.01,2.36
4790,65,45.49,74.62,42.26,495,4,17.97,8.71,1.59
2236,75,51.09,22.97,3.05,38,2,12.81,7.48,1.48
2614,29,18.76,27.87,48.2,171,4,3.79,7.59,0.91
7449,18,65.04,6.02,46.83,224,2,18.1,4.61,2.23
6140,33,70.56,20.35,15.23,257,4,17.48,5.25,0.57
8114,33,91.86,80.47,48.75,389,2,0.72,4.24,2.21
9901,93,9.26,69.64,33.12,47,4,15.47,9.36,2.13
1038,53,20.42,37.05,44.37,54,2,8.48,1.39,1.83
1253,84,62.24,89.19,22.76,143,1,8.47,4.19,0.91
2896,78,57.04,60.71,14.35,198,1,5.84,3.6,0.89
1242,39,25.54,87.71,10.57,296,4,9.73,1.53,0.57
8696,78,25.66,40.29,12.37,362,2,9.87,7.08,1.7
9904,24,7.4,10.01,38.77,436,4,14.87,2.51,0.73
6894,29,72.31,34.98,41.76,320,4,12.22,5.21,1.18
8774,99,15.41,23.3,13.16,97,1,6.3,4.01,2.05
5874,89,81.85,26.84,5.31,134,1,4.15,7.79,1.09
6184,36,96.72,90.17,5.28,431,1,16.39,9.82,0.77
5364,57,47.35,36.2,48.63,476,2,2.3,1.51,1.6
8100,2,69.38,24.46,21.62,221,2,8.62,4.63,1.57
4665,86,51.04,93.57,35.38,188,3,2.55,2.58,1.92
6603,39,92.55,63.75,22.44,153,2,5.33,4.92,0.64
6254,33,76.2,92.3,36.93,345,2,10.01,7.38,1.62
6536,37,45.85,7.16,12.78,208,4,6.22,2.16,1.41
6738,31,81.69,46.39,39.42,353,3,3.87,6.94,2.27
3024,96,98.15,79.77,5.34,261,2,1.02,8.85,1.75
5222,22,41.15,15.65,26.69,384,3,1.99,8.11,1.81
7159,37,79.37,74.4,27.52,175,3,18.2,3.75,1.04
1645,63,14.64,63.83,19.56,285,2,5.79,9.85,2.19
1311,36,76.9,44.75,13.51,475,4,7.53,3.22,1.8
2406,84,84.97,41.68,21.34,256,2,11.21,9.75,1.05
2736,35,27.86,11.85,36.98,171,3,5.17,9.1,1.98
8689,82,13.23,91.88,36.38,115,2,17.3,2.99,1.92
6456,23,20.71,5.24,13.66,245,2,3.98,5.89,0.64
4755,90,92.66,88.96,26.65,186,3,8.71,5.5,0.8
2890,60,38.73,43.0,19.92,337,2,13.5,5.35,1.46
3262,33,40.11,53.11,3.17,479,1,0.61,8.09,1.33
1789,43,6.38,72.28,33.37,135,2,4.98,1.29,2.32
8150,7,78.29,83.68,49.8,226,4,5.86,7.03,1.08
8828,80,73.57,20.94,20.46,262,3,14.18,2.63,0.87
3856,1,92.45,26.03,3.98,478,3,9.93,7.36,1.98
5390,42,69.43,16.45,2.27,323,2,4.33,1.65,0.71
6644,17,6.23,85.47,0.4,215,1,9.32,6.16,1.35
9968,41,67.89,46.09,38.26,449,1,8.3,5.5,2.36
1973,4,60.67,71.25,38.32,333,2,4.97,4.28,1.49
5947,71,41.44,74.0,29.37,68,4,19.26,7.68,1.66
5425,74,34.8,44.26,11.55,460,4,13.91,4.32,2.27
8272,55,76.78,93.52,2.2,474,4,15.55,6.95,2.45
2552,62,52.87,33.11,8.29,70,2,12.0,8.37,1.58
6574,57,93.16,13.51,29.75,109,3,2.15,1.82,0.8
2257,44,46.89,64.85,40.59,37,4,8.58,5.15,2.27
7289,22,51.06,23.46,43.98,290,2,19.79,2.99,0.51
8413,37,37.97,22.82,5.75,131,3,4.82,3.03,1.98
2293,42,78.59,29.06,18.98,13,4,2.55,7.11,1.93
7786,87,31.01,9.04,46.69,103,3,1.55,9.95,2.21
9544,12,92.04,82.75,26.41,37,3,4.27,1.88,1.34
8255,67,45.33,8.36,24.61,447,1,4.55,1.5,1.81
7275,8,21.05,9.59,29.53,485,2,13.14,9.57,0.51
2360,36,30.57,90.78,40.63,409,1,5.64,9.75,1.59
7830,26,77.49,49.52,9.53,460,1,19.91,8.06,2.24
4367,8,8.94,5.05,19.35,476,4,15.61,9.87,0.93
3810,54,16.75,34.16,45.32,325,1,18.92,8.8,2.14
9204,11,85.68,73.06,48.98,191,3,19.15,1.07,1.21
8623,86,28.53,38.67,25.76,181,3,6.14,9.71,0.58
3498,76,82.05,83.62,24.78,178,3,4.24,4.44,2.36
7983,67,35.89,64.02,11.96,237,2,1.57,7.76,0.78
3369,69,94.67,84.81,22.64,205,2,19.18,2.66,1.86
1583,33,88.32,29.79,48.12,163,4,9.59,9.89,0.93
6406,19,76.84,13.65,2.71,235,4,0.46,3.17,1.26
9229,11,13.79,28.0,32.77,212,2,6.88,8.47,0.65
3887,79,23.35,62.81,12.72,188,3,11.86,7.54,0.74
4812,93,15.78,44.98,1.76,471,2,3.73,8.54,2.09
1012,33,51.63,35.45,46.77,13,4,10.19,1.94,2.28
2266,78,10.84,59.07,2.63,345,4,3.24,2.66,1.26
8712,80,78.01,69.51,18.66,494,3,14.56,1.1,2.11
2590,56,92.06,61.19,46.88,141,1,1.23,9.01,1.45
9508,92,70.27,15.33,17.78,30,1,11.1,5.89,1.8
3690,94,72.64,43.01,12.6,150,1,17.94,8.3,2.27
8216,1,57.11,92.5,24.65,298,2,4.42,3.51,1.34
4038,51,9.62,60.78,42.21,358,2,11.39,7.27,1.61
2274,9,84.92,7.86,24.13,87,1,13.71,2.2,2.02
7920,95,50.6,80.84,44.5,349,2,2.07,2.27,0.55
3190,27,95.94,76.42,32.64,404,1,16.32,4.27,0.8
3153,70,90.19,16.35,43.25,391,3,16.03,3.33,1.67
8924,63,9.56,16.42,40.61,65,3,13.83,6.35,2.33
2893,38,74.77,84.04,23.21,305,1,1.05,1.16,2.22
6261,78,69.14,24.37,41.41,224,4,2.47,1.71,1.48
4122,34,77.1,60.65,17.93,212,3,15.78,4.73,0.83
2166,88,11.32,56.9,26.36,303,4,4.74,8.95,1.53
7509,89,33.37,47.46,6.7,196,3,9.54,4.16,2.08
7064,27,5.14,7.26,24.12,177,1,7.08,3.74,1.4
8622,22,16.25,26.28,24.8,459,3,18.72,2.47,1.04
5703,31,7.28,61.89,44.1,4,1,17.03,9.17,2.44
7983,22,87.55,59.34,2.34,419,2,11.26,1.01,1.73
9176,6,98.7,32.52,37.19,247,3,0.66,3.09,1.65
9681,49,94.6,32.3,43.99,220,2,6.56,5.74,1.61
1043,98,12.6,47.16,41.63,431,3,16.26,8.51,2.13
1214,85,89.2,31.68,48.99,18,3,11.41,8.9,1.92
8438,79,35.22,62.52,5.98,267,2,3.05,7.39,0.52
9501,89,33.36,85.09,27.02,496,1,3.63,7.02,2.41
1513,30,43.57,53.98,9.08,428,4,10.12,7.41,2.08
7379,83,94.12,97.25,15.44,124,4,1.92,8.32,0.82
3018,8,77.11,98.75,38.67,349,3,0.18,9.09,1.52
8117,43,93.5,86.09,15.94,55,2,13.05,6.78,2.25
2959,31,67.95,19.49,48.72,425,2,3.29,4.7,1.11
2978,4,70.43,26.17,11.02,332,4,2.09,4.3,1.39
6614,6,27.31,74.97,12.13,65,2,17.85,6.06,1.33
4371,47,16.81,72.13,26.33,89,2,6.86,8.47,2.11
9837,24,19.99,26.81,9.22,89,4,18.3,3.43,1.33
1358,26,31.67,26.09,46.2,13,1,15.82,5.58,0.68
3169,2,38.12,9.48,31.89,99,1,3.65,1.81,1.5
9486,83,29.74,12.14,28.39,289,2,2.33,4.46,1.95
6022,87,58.34,66.68,31.0,495,1,16.64,6.28,1.0
3839,45,23.64,29.27,31.83,154,2,7.5,3.64,2.34
6581,61,35.98,8.13,6.93,92,1,13.27,8.44,0.62
9708,30,93.93,42.81,18.77,33,2,5.01,4.33,0.52
1413,83,26.55,80.0,37.91,40,3,8.67,9.59,2.47
1548,36,65.46,17.43,34.7,214,3,18.56,9.19,2.28
3209,73,6.28,27.71,9.59,415,3,1.53,5.57,1.86
3561,91,9.48,89.76,34.46,10,3,4.04,3.88,0.93
5836,59,42.06,63.5,32.07,153,3,7.55,3.11,1.86
4131,78,68.3,68.53,45.33,263,3,9.9,2.94,1.26
5608,90,21.44,52.79,39.45,445,1,0.47,7.71,1.27
1653,48,28.81,19.38,6.31,228,4,1.64,6.39,1.73
8156,25,92.57,49.01,22.48,262,1,10.73,3.13,1.84
2423,5,39.59,78.5,41.24,341,2,13.09,6.39,1.49
6719,94,57.83,9.83,2.63,69,1,2.06,2.47,1.06
5248,3,10.22,24.91,7.79,288,4,15.06,1.63,0.76
7324,80,71.48,77.8,10.71,7,3,16.1,1.99,1.88
4106,15,55.73,6.93,17.38,457,4,7.84,5.76,1.5
4635,16,65.04,74.35,15.28,426,3,6.42,6.73,1.85
7780,54,86.13,86.31,45.68,393,3,15.77,9.81,1.91
8948,41,9.74,33.76,38.22,346,4,12.76,3.31,1.35
8252,1,70.17,21.38,41.65,73,4,12.37,1.42,2.21
2015,59,69.48,42.73,43.09,99,4,9.84,7.46,1.34
8592,26,78.68,19.93,26.99,119,4,13.26,1.36,1.74
2140,76,91.55,96.4,41.37,351,1,1.21,3.78,1.64
8568,90,38.01,72.9,1.55,125,1,18.26,2.95,1.25
8942,8,91.16,55.1,45.51,258,3,15.5,7.78,1.38
7532,61,97.84,80.63,10.59,373,4,15.82,5.86,1.11
8516,40,6.84,34.33,12.41,482,4,18.0,2.55,0.69
8143,58,89.46,56.03,11.71,452,2,11.14,5.4,1.65
6816,86,66.44,81.53,18.45,246,1,11.62,5.47,1.31
5653,5,33.31,24.1,47.38,287,2,7.28,4.84,0.99
4634,28,25.59,41.89,24.23,353,2,19.82,4.75,1.85
3690,64,61.53,57.66,20.48,121,3,3.0,6.83,1.95
3174,83,80.47,10.7,15.01,301,3,11.67,1.05,1.32
3359,51,19.16,14.01,28.28,16,2,19.93,9.5,1.82
4937,23,90.51,97.28,12.74,37,3,12.15,4.87,1.24
2630,44,89.72,40.47,47.2,176,2,15.79,9.76,0.79
5867,87,66.8,95.93,18.31,475,1,6.83,7.74,0.96
2900,85,79.39,63.92,43.65,293,3,19.98,4.35,1.55
6780,21,79.23,44.03,13.24,481,3,1.82,2.08,2.08
2547,67,12.72,54.12,36.83,70,1,5.85,6.61,1.59
6649,92,68.05,31.08,47.57,17,3,15.52,4.51,1.96
5739,95,57.55,19.95,1.68,224,1,12.75,2.53,1.33
4241,23,19.84,33.24,32.97,188,1,14.24,3.66,0.89
7150,4,45.21,89.42,29.4,339,1,18.27,7.45,0.59
1579,2,28.47,42.82,41.44,320,2,5.55,3.64,2.25
7527,30,7.5,40.07,36.46,396,4,8.72,7.08,1.21
9767,42,57.56,60.41,3.22,150,2,0.86,7.25,1.0
4043,75,95.95,95.35,43.58,390,3,13.76,6.95,1.2
6496,15,30.44,81.4,28.7,26,2,4.9,6.96,1.0
9832,49,31.5,36.25,39.56,307,3,18.2,1.03,1.55
2201,10,75.51,39.11,12.03,63,1,12.47,2.01,2.04
6771,42,40.25,77.31,8.93,22,2,16.52,7.38,1.64
7587,28,9.86,94.08,38.92,218,2,1.8,5.09,1.89
5863,77,86.05,13.25,5.45,120,4,7.18,3.26,2.07
3202,99,75.12,25.82,35.1,478,3,6.66,8.13,2.13
7891,40,26.06,72.91,44.21,491,3,18.06,6.58,1.65
6379,5,92.46,9.19,6.09,468,2,17.4,1.77,1.74
7646,3,63.64,13.89,38.8,272,1,2.09,9.69,2.38
5641,18,55.19,75.89,40.25,338,2,10.79,3.05,2.24
5628,66,38.63,22.34,8.88,335,3,2.35,4.49,1.61
5900,59,65.31,98.23,0.86,59,2,4.49,2.85,0.88
5528,93,17.71,22.62,37.44,213,2,19.54,6.17,0.68
1121,11,48.95,38.47,24.69,22,4,6.55,5.36,1.73
9150,90,81.77,81.28,4.01,195,2,11.39,7.26,2.13
4291,99,48.37,63.88,42.83,251,2,14.52,6.2,2.2
2738,85,29.31,34.34,4.53,341,1,17.23,8.03,0.56
3250,91,79.33,84.04,6.62,19,3,11.15,7.13,2.47
8994,12,77.34,61.2,25.15,373,2,2.69,2.35,1.12
9776,88,10.97,96.97,38.17,121,2,15.84,5.65,1.11
5151,44,34.2,52.78,38.45,147,4,14.95,5.65,1.15
3289,17,14.8,85.99,15.9,170,2,4.79,9.49,1.28
3933,91,26.77,37.65,37.9,186,2,3.06,9.97,2.44
7931,29,24.14,33.17,17.36,329,4,6.4,2.44,1.07
1695,20,5.57,78.24,32.56,130,2,7.47,3.62,1.28
4387,19,52.58,83.27,8.53,4,1,14.46,7.46,1.19
1988,65,84.76,25.0,14.18,221,2,0.54,3.7,1.15
1793,28,38.48,59.7,28.35,229,3,8.02,3.7,1.82
8836,73,25.98,56.25,16.45,405,1,16.12,1.09,0.84
1808,2,6.76,72.48,49.81,145,4,18.31,5.63,1.43
1531,82,21.21,58.49,33.77,300,3,1.13,8.88,0.76
7596,51,40.67,69.74,33.08,230,3,3.51,3.9,1.49
3417,41,20.05,54.04,14.94,439,1,10.04,1.5,0.51
6912,87,73.35,60.14,14.16,47,3,3.13,3.95,1.55
3725,38,64.15,52.72,3.7,96,2,10.58,8.78,2.1
1782,60,31.7,31.92,48.55,422,3,14.11,7.04,2.07
2823,14,53.12,76.05,21.4,107,1,12.92,4.96,0.83
2008,5,21.75,54.41,17.72,186,3,18.64,3.91,0.64
9273,75,99.79,36.46,13.45,356,1,15.21,1.31,2.42
5724,78,21.95,65.03,33.23,426,3,0.34,8.7,0.85
4439,82,92.77,85.19,30.83,69,2,6.69,1.33,1.34
2722,42,8.47,25.49,49.95,466,2,5.48,9.91,0.53
6350,19,38.58,71.54,6.23,454,1,2.36,3.15,1.33
3378,3,90.92,17.66,7.21,217,2,19.94,8.67,1.68
5263,72,92.53,35.21,28.6,341,1,16.52,4.53,1.31
5718,28,21.79,42.43,5.48,333,4,17.76,8.67,2.12
1368,29,49.56,17.14,8.09,186,3,4.02,4.44,0.59
2881,91,69.5,42.65,16.71,437,2,18.34,6.63,0.54
8897,2,71.82,70.33,49.4,372,4,8.66,1.33,2.26
3502,88,10.06,62.02,42.84,270,4,9.98,1.5,0.67
4676,76,70.23,21.7,17.95,14,2,2.37,8.65,1.5
7830,24,71.81,79.55,24.2,471,4,16.37,5.95,2.41
3214,22,48.42,57.35,49.9,470,3,9.64,8.05,1.01
5026,27,41.55,40.3,45.99,39,3,18.12,4.96,1.86
5273,64,89.28,28.83,17.89,231,3,16.34,7.35,0.83
1990,2,50.65,8.26,10.27,458,1,5.94,8.39,1.24
6662,60,39.39,86.49,46.86,358,3,4.06,5.19,2.38
2784,84,43.09,75.2,3.96,446,3,2.47,3.48,2.35
5486,68,11.63,40.79,46.6,300,4,14.65,5.5,2.33
5459,29,32.14,38.18,44.87,217,2,13.26,9.24,0.8
7022,29,73.19,13.09,31.95,60,2,2.9,3.88,2.38
2229,87,84.96,72.03,13.6,458,1,14.58,3.15,1.59
4761,76,49.83,10.07,43.09,7,1,16.28,5.39,2.28
2250,24,87.87,78.69,32.32,114,2,9.75,7.47,2.45
3681,30,38.28,63.45,23.43,232,4,5.58,7.32,2.11
6223,90,23.78,65.93,48.6,87,3,2.24,5.31,1.16
2987,24,55.96,21.84,4.53,329,1,16.07,3.06,1.05
3082,94,59.44,38.53,20.78,482,4,13.49,7.6,1.28
3162,15,86.55,71.59,37.79,217,1,11.03,1.54,1.31
9661,4,44.33,67.19,22.92,464,2,4.79,5.81,1.16
4468,10,12.87,83.46,21.33,449,2,7.72,4.73,2.03
4751,80,88.51,43.55,10.08,107,1,14.05,2.72,1.67
6089,75,34.81,42.21,33.93,423,1,11.08,2.01,0.63
8378,81,55.04,33.49,45.3,22,1,11.87,7.73,0.52
2877,1,5.1,7.33,21.62,437,3,9.82,5.31,1.91
4478,37,49.47,55.16,16.9,165,3,4.45,7.41,1.08
9347,51,38.22,19.02,46.37,36,1,19.68,1.62,0.78
3612,50,86.83,61.66,22.35,456,2,8.32,1.75,0.6
1334,57,47.05,54.66,35.19,400,1,4.56,2.62,1.73
6164,76,80.15,24.78,19.81,90,1,4.99,3.49,0.91
4958,4,16.1,24.26,10.4,120,3,19.46,2.51,0.99
4634,51,33.95,19.5,39.58,100,2,5.05,7.56,1.5
2306,9,80.32,38.03,4.92,430,3,0.51,6.71,0.73
1358,71,75.18,87.24,29.41,65,2,5.48,4.36,2.34
4176,65,58.63,87.3,40.41,337,3,1.71,7.24,2.31
8362,80,72.82,15.24,4.81,196,1,9.18,7.26,0.89
3956,4,42.11,65.61,2.44,377,1,12.17,8.78,1.63
6969,48,55.2,73.73,32.01,193,1,13.1,5.14,0.83
5615,29,96.77,93.9,34.42,424,1,11.86,9.36,1.97
7665,52,51.59,28.37,6.31,307,1,5.07,6.2,1.62
3758,37,31.55,43.03,3.25,266,2,18.31,2.03,1.55
4147,84,75.07,32.9,15.67,72,3,12.62,4.68,2.26
1388,3,34.94,52.82,38.76,211,1,9.2,3.95,1.41
2404,14,80.55,97.2,13.44,14,3,17.97,2.75,2.04
6319,6,67.18,39.97,7.99,356,4,18.29,3.79,1.13
9020,7,78.56,29.44,38.0,272,1,18.84,5.94,2.43
5170,11,29.84,69.26,37.61,381,1,3.2,7.94,1.39
7956,93,27.34,88.94,36.13,275,1,8.94,6.82,1.05
2853,83,38.08,15.33,44.38,448,1,7.43,5.21,1.58
3908,89,8.48,36.32,46.35,20,2,11.37,5.08,1.94
5469,41,51.78,85.16,20.58,193,3,11.16,7.97,0.63
3523,33,62.48,75.43,49.53,149,4,2.55,5.49,2.1
5119,99,85.47,96.12,18.1,188,4,9.68,8.35,0.72
6375,65,82.69,47.3,46.48,172,1,14.81,9.77,1.49
1032,80,27.65,30.0,1.81,188,3,6.39,8.17,1.38
1860,27,20.74,63.27,11.71,26,2,4.78,7.51,1.04
3294,13,38.08,54.38,35.0,456,2,16.63,7.08,1.89
6880,77,97.09,48.87,14.61,99,3,8.68,9.91,1.45
9802,8,39.97,11.35,4.64,35,4,8.11,1.19,0.66
3674,81,39.76,37.64,31.13,271,1,19.62,5.54,1.07
4615,30,61.34,97.56,42.92,213,1,0.1,9.11,1.11
7574,82,72.64,49.82,47.35,286,3,3.56,3.27,2.38
1900,62,39.41,57.42,24.2,384,4,10.08,4.09,1.86
3807,9,19.8,61.42,39.35,78,1,18.88,8.58,1.1
9786,4,85.24,30.84,34.6,53,2,18.51,3.48,0.84
1193,62,24.58,24.13,19.61,348,4,6.84,9.58,0.92
6711,38,66.42,31.76,29.3,469,2,1.05,7.26,0.7
4988,74,9.76,5.38,46.07,468,3,5.62,8.41,1.31
3251,14,67.87,69.71,22.98,274,4,10.78,5.37,1.45
4172,80,10.19,86.26,7.23,44,4,7.46,8.34,2.47
8069,51,7.94,10.81,47.06,313,1,2.65,2.74,1.13
7315,96,86.49,16.88,11.8,428,4,14.8,8.44,0.51
1218,86,14.29,41.53,33.41,473,2,6.94,5.46,1.29
6618,5,79.32,84.67,12.94,206,4,9.31,3.76,0.7
6135,86,8.9,83.72,19.75,71,2,1.94,4.59,0.7
7991,48,64.14,39.85,25.8,474,2,13.64,7.71,2.08
1577,9,72.35,88.36,0.12,118,4,7.61,6.19,2.47
7154,87,42.94,46.72,26.37,185,1,8.58,8.01,1.24
2730,71,27.68,75.13,20.66,354,2,17.42,6.31,1.31
3526,93,9.61,49.76,9.89,386,2,6.54,6.67,1.27
1887,24,58.65,87.9,19.49,100,2,17.92,5.45,0.88
4110,87,53.8,35.78,32.29,34,2,11.01,5.43,1.84
9178,96,36.03,40.63,41.19,406,1,13.69,4.3,1.84
5568,39,46.71,87.36,44.96,55,3,10.93,5.19,1.34
6648,9,59.32,40.95,17.84,288,2,13.52,3.55,1.38
9547,14,53.27,16.17,36.19,144,2,19.49,3.17,0.69
1586,3,51.07,9.63,8.07,18,4,15.21,2.17,1.89
8178,75,86.45,65.94,10.09,19,1,18.84,7.66,0.59
3261,65,57.61,95.89,39.08,407,3,17.76,3.7,2.36
2113,64,5.77,39.16,26.36,189,3,0.82,2.06,2.04
6401,84,19.09,87.24,7.92,327,4,7.05,2.87,1.28
3140,73,11.6,6.78,6.76,235,3,19.16,7.98,2.27
1305,64,28.89,73.98,21.16,145,3,13.67,7.34,1.19
5799,33,18.25,83.48,25.49,412,1,3.57,5.77,2.16
3208,81,54.05,39.89,25.53,35,4,10.01,6.43,1.96
2472,69,61.67,68.69,24.43,262,4,19.89,1.75,1.15
5597,28,65.35,58.43,31.71,455,4,13.44,8.4,1.06
8976,47,39.76,90.59,47.81,384,2,7.03,3.29,1.05
5061,74,6.08,63.18,34.89,400,1,4.67,4.04,2.13
3089,12,48.15,84.91,21.75,42,4,0.51,7.43,1.13
7895,50,21.87,91.14,37.03,348,4,17.34,2.86,2.39
9179,92,63.53,57.16,16.75,419,4,16.41,6.04,2.37
9379,52,64.01,48.41,43.91,101,4,16.43,8.38,2.18
7438,78,58.17,44.13,6.57,29,1,14.67,7.32,1.01
2556,27,17.01,7.2,27.73,130,4,0.8,9.04,2.43
5795,59,41.51,71.04,8.81,246,2,10.9,3.52,1.92
4944,34,66.68,79.38,45.09,460,1,6.71,4.83,1.62
6699,57,66.67,18.88,28.39,336,1,16.48,2.79,2.44
7678,77,47.58,5.34,7.64,470,4,3.65,6.2,1.2
5551,14,75.19,66.24,29.84,74,3,14.39,8.59,2.11
5235,90,27.58,17.21,6.55,432,2,14.84,7.58,2.45
1655,89,22.05,54.7,9.99,325,3,12.01,8.84,1.89
2027,41,60.25,17.9,18.59,185,3,5.71,6.65,2.14
5779,76,41.79,53.02,9.4,366,2,15.92,7.37,2.48
9440,62,89.7,72.03,12.35,191,2,8.64,6.02,2.16
9219,45,25.78,21.48,24.15,316,3,8.52,7.54,2.24
4566,72,95.36,62.07,32.54,162,2,12.93,2.12,1.23
2100,96,87.2,23.28,6.49,342,1,11.64,7.99,2.43
6345,41,14.21,10.49,34.31,372,3,9.34,6.56,2.21
7303,23,50.0,42.28,33.93,252,2,4.33,2.06,0.64
7867,14,37.14,12.79,22.08,392,1,12.15,8.71,1.33
6572,48,45.98,20.8,29.29,496,4,13.23,9.19,0.59
2360,55,84.8,49.2,4.56,43,4,0.85,6.39,0.59
8421,20,39.22,83.21,46.08,122,4,13.84,1.03,1.14
3715,37,27.92,49.71,44.27,467,1,2.65,7.45,2.47
2322,22,17.99,46.89,10.83,260,4,11.19,6.55,1.68
4229,93,63.46,85.85,22.06,368,3,0.84,8.67,1.1
7611,82,78.29,29.32,25.78,7,3,6.83,5.29,1.43
3727,19,20.1,62.96,16.73,435,2,16.11,7.29,2.0
6319,86,94.81,46.8,33.72,377,1,8.48,1.57,0.66
1474,51,67.87,22.37,10.16,50,4,0.83,8.19,1.16
2277,85,37.27,49.27,15.11,410,3,5.18,8.04,2.49
9653,44,61.17,66.91,8.09,29,2,15.98,2.23,1.79
3342,43,90.55,28.11,7.27,78,3,6.37,2.18,2.09
5410,25,50.58,66.38,39.46,134,2,9.0,2.77,0.77
6074,66,64.82,81.05,40.25,413,4,19.76,4.58,0.53
6933,32,54.93,81.49,19.66,1,4,8.95,8.37,1.11
1687,79,38.29,82.69,48.86,91,1,18.1,3.56,0.6
2744,81,29.16,55.91,35.8,3,1,15.59,4.72,2.29
3460,57,75.74,30.02,41.6,479,3,2.78,2.09,1.38
4290,17,15.69,94.18,27.52,269,1,6.72,7.03,0.65
9377,60,79.3,31.12,25.62,381,2,8.14,3.07,2.03
7529,1,53.44,85.16,49.6,357,2,7.93,9.93,2.19
2949,67,53.8,8.77,26.65,237,3,18.5,5.65,0.69
8491,73,32.81,41.77,37.59,128,1,15.94,3.95,1.85
4189,35,60.26,84.31,18.08,37,4,3.51,9.19,1.46
8148,85,51.56,74.7,33.7,110,1,9.37,7.31,0.66
2546,20,74.98,74.14,20.55,37,1,9.65,2.36,0.67
9091,47,30.04,98.99,41.87,351,1,2.44,7.8,1.94
3078,14,95.06,26.44,41.05,9,4,1.44,4.26,1.7
2955,47,36.51,97.71,40.12,464,4,11.52,3.14,2.37
6583,6,54.37,97.92,13.32,129,1,15.78,3.83,1.28
8249,74,39.96,54.41,22.92,260,1,2.62,2.88,0.94
1642,55,67.43,33.73,38.52,134,3,17.52,2.31,2.09
6134,62,56.78,9.21,21.53,305,3,17.67,1.63,0.65
6213,71,46.77,66.64,16.78,18,3,9.25,1.67,1.71
3691,66,11.03,99.99,38.77,438,1,19.16,7.53,2.2
2211,38,58.4,88.74,39.22,117,1,0.58,2.44,0.91
6999,66,36.97,98.84,21.22,202,4,14.84,1.6,0.64
1179,75,88.8,94.93,28.74,424,2,6.02,9.99,2.12
1340,2,9.99,40.14,49.65,236,4,0.67,6.1,1.74
9831,95,83.36,87.96,14.38,2,3,10.89,8.15,1.93
8279,81,44.01,14.6,39.06,28,3,11.85,8.51,0.99
7227,71,54.96,45.19,48.47,134,4,0.32,4.25,0.96
4000,53,8.45,78.58,49.1,30,3,15.89,3.6,2.04
4153,89,39.09,27.01,17.21,175,3,10.56,6.63,1.13
4029,40,73.26,83.25,1.59,325,3,17.41,7.6,2.42
8618,49,5.35,64.15,47.64,184,1,8.15,1.49,2.31
1963,24,68.22,97.57,35.97,303,2,18.27,7.74,2.37
6758,78,8.24,80.52,8.52,42,3,4.66,1.17,1.59
5531,93,75.63,25.65,12.27,231,1,3.98,3.91,1.59
7219,76,25.83,62.11,22.6,403,2,5.88,6.3,1.79
1059,68,22.14,91.37,26.81,98,4,18.75,7.34,1.95
8188,69,39.53,73.61,24.41,125,1,19.52,7.8,1.86
9120,77,99.76,22.73,2.02,498,2,3.37,3.92,2.42
3434,63,9.67,20.74,12.53,42,4,9.74,5.2,2.19
2524,80,33.06,72.81,22.66,35,4,12.83,8.85,2.15
5619,33,86.76,70.72,39.09,75,3,7.73,7.81,0.97
7108,99,27.95,36.81,34.19,293,4,12.36,1.74,2.23
9857,90,94.66,32.03,39.25,102,1,14.47,8.84,1.24
9508,28,85.88,34.17,22.1,118,3,3.78,7.1,1.45
5076,86,62.53,55.61,11.61,403,3,1.0,5.21,1.32
2444,91,7.62,37.01,37.53,375,2,12.58,5.31,0.54
9251,29,79.94,43.63,10.98,5,1,7.83,2.31,2.29
7718,27,91.57,53.98,41.34,240,1,8.26,1.85,0.95
9952,31,62.86,55.46,5.42,298,3,15.24,2.39,2.5
8497,37,73.98,25.25,26.3,126,3,1.41,7.71,2.23
1073,97,64.54,27.27,38.42,380,2,15.75,8.17,1.94
5609,94,73.95,61.63,12.22,65,1,14.9,3.83,1.95
7630,72,45.26,73.46,35.72,341,2,11.76,1.75,2.46
8996,45,5.39,58.57,42.19,222,4,3.82,6.94,0.68
8950,56,67.14,85.4,45.7,125,4,15.01,6.5,1.14
3990,50,70.79,32.32,25.8,40,2,11.7,5.91,2.26
3199,39,20.67,86.99,18.88,483,1,18.02,5.28,1.44
7720,53,74.32,70.89,44.02,59,2,7.65,4.07,1.6
8511,1,56.4,34.8,22.75,385,1,0.37,6.98,1.82
7129,60,89.37,18.51,6.53,446,4,14.35,2.0,1.9
6440,13,68.81,66.66,2.19,270,4,8.78,1.91,2.39
6521,33,62.82,72.27,39.0,113,4,2.04,5.23,0.95
4031,97,59.14,13.85,7.82,276,1,12.19,8.55,2.18
4571,10,78.59,6.45,15.15,60,3,11.16,8.77,1.42
1367,80,33.99,38.05,18.09,37,4,16.64,6.07,2.45
9401,74,22.95,68.02,33.78,271,4,8.23,5.15,0.65
3107,87,48.09,67.11,35.4,68,1,12.68,9.52,2.48
1572,40,65.3,75.67,49.19,144,2,7.5,3.18,1.47
2911,5,94.97,53.64,44.98,146,2,17.54,4.23,1.48
7491,27,94.71,16.12,28.03,154,3,9.03,3.33,0.66
