Product ID,Date,Store ID,Sales Quantity,Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments
5215,2024-09-23,9,483,22.29,No,Holiday,Economic Indicator,Stable,Regular
3966,2024-10-14,51,135,58.09,No,None,Economic Indicator,Stable,Regular
9002,2024-10-24,85,257,71.9,No,Festival,Competitor Pricing,Increasing,Premium
8608,2024-07-17,26,337,20.99,Yes,Festival,Weather,Increasing,Regular
3266,2024-04-14,70,14,29.08,No,Festival,Economic Indicator,Decreasing,Budget
5663,2024-12-18,98,16,57.05,No,Holiday,Weather,Increasing,Premium
3814,2024-07-05,25,416,58.65,Yes,Holiday,Weather,Decreasing,Premium
6418,2024-09-27,30,385,22.15,No,Holiday,None,Stable,Premium
1972,2024-06-27,74,225,95.42,Yes,None,Economic Indicator,Stable,Premium
1665,2024-07-14,73,468,46.49,Yes,Holiday,None,Stable,Budget
5576,2024-02-11,91,393,59.47,No,Festival,Economic Indicator,Decreasing,Regular
8691,2024-06-22,68,411,70.14,No,Festival,Weather,Decreasing,Budget
5232,2024-04-16,26,85,87.34,No,Holiday,Economic Indicator,Stable,Budget
8379,2024-08-27,52,98,52.81,No,None,None,Increasing,Budget
8556,2024-05-19,50,359,70.23,Yes,Holiday,None,Increasing,Budget
2141,2024-04-16,34,367,22.41,No,None,None,Decreasing,Regular
9170,2024-11-06,89,431,49.16,Yes,Festival,Economic Indicator,Decreasing,Premium
4996,2024-10-12,47,387,52.87,Yes,Holiday,Economic Indicator,Decreasing,Budget
7631,2024-07-15,77,230,88.81,Yes,Holiday,Weather,Decreasing,Regular
7756,2024-09-25,27,118,93.25,Yes,None,None,Increasing,Regular
7301,2024-08-13,69,18,68.55,Yes,Festival,Competitor Pricing,Increasing,Regular
2818,2024-02-02,81,68,72.31,No,Festival,None,Increasing,Budget
8098,2024-09-28,82,54,18.06,Yes,Holiday,Weather,Stable,Budget
6837,2024-02-24,25,323,78.49,Yes,Holiday,Competitor Pricing,Stable,Regular
6902,2024-10-30,72,451,34.71,No,Holiday,Economic Indicator,Increasing,Premium
6832,2024-08-22,45,118,90.3,No,Festival,Competitor Pricing,Stable,Premium
3432,2024-03-05,6,402,18.13,No,Festival,Competitor Pricing,Decreasing,Budget
1827,2024-03-21,43,148,62.3,Yes,Festival,Economic Indicator,Stable,Premium
9569,2024-04-19,91,325,15.45,No,None,Competitor Pricing,Decreasing,Budget
1729,2024-08-12,26,357,30.65,Yes,Festival,Economic Indicator,Stable,Premium
1055,2024-11-20,63,300,97.29,Yes,Holiday,None,Stable,Regular
9954,2024-03-24,39,149,22.15,Yes,Holiday,Economic Indicator,Increasing,Premium
8102,2024-01-15,26,99,50.87,No,Holiday,Competitor Pricing,Decreasing,Regular
6749,2024-02-25,49,317,95.94,Yes,Holiday,None,Decreasing,Regular
8275,2024-04-16,20,263,93.05,No,Festival,None,Decreasing,Regular
1986,2024-09-18,31,421,72.29,No,Holiday,Economic Indicator,Increasing,Regular
7582,2024-11-16,93,370,32.11,Yes,Festival,Weather,Decreasing,Premium
2721,2024-12-04,8,494,95.62,No,Holiday,Economic Indicator,Decreasing,Budget
1825,2024-06-03,16,319,49.17,Yes,Holiday,Competitor Pricing,Increasing,Regular
8887,2024-01-26,93,326,7.0,Yes,Holiday,Weather,Decreasing,Regular
2060,2024-12-11,83,91,44.62,Yes,Festival,Weather,Increasing,Premium
8598,2024-06-04,74,341,82.44,No,Festival,Competitor Pricing,Decreasing,Premium
7216,2024-02-28,54,363,87.5,No,None,Weather,Increasing,Budget
4637,2024-10-07,35,197,90.08,No,Festival,Competitor Pricing,Stable,Premium
7675,2024-02-07,81,299,72.01,Yes,None,None,Increasing,Regular
2061,2024-09-05,40,172,97.51,No,Holiday,None,Decreasing,Premium
1746,2024-01-19,28,245,60.9,No,Holiday,Weather,Stable,Regular
5858,2024-01-02,10,128,16.77,No,Holiday,None,Increasing,Premium
2422,2024-07-28,56,122,28.11,No,Festival,None,Stable,Regular
3855,2024-11-17,24,312,50.77,No,Holiday,Competitor Pricing,Decreasing,Premium
3691,2024-10-05,75,412,12.82,No,None,Weather,Stable,Premium
2179,2024-02-22,34,300,94.7,No,Festival,Competitor Pricing,Increasing,Budget
1597,2024-04-29,25,191,91.44,No,Festival,Weather,Increasing,Premium
4094,2024-02-21,97,230,20.3,Yes,Holiday,None,Decreasing,Budget
9160,2024-07-19,63,10,95.89,Yes,Festival,Economic Indicator,Decreasing,Budget
6155,2024-03-24,40,84,83.47,Yes,Holiday,Weather,Decreasing,Regular
6515,2024-07-05,34,275,36.89,No,Holiday,Weather,Increasing,Budget
4230,2024-09-17,60,353,85.06,No,Holiday,Economic Indicator,Stable,Budget
7494,2024-11-20,34,201,11.26,Yes,None,Competitor Pricing,Increasing,Regular
9912,2024-04-02,13,187,67.92,Yes,Festival,Economic Indicator,Stable,Premium
5991,2024-07-19,85,320,55.02,No,Festival,Competitor Pricing,Stable,Regular
6765,2024-11-24,41,428,16.51,Yes,Festival,Weather,Increasing,Regular
4342,2024-07-17,32,29,62.27,No,None,Competitor Pricing,Stable,Regular
8882,2024-02-25,84,275,98.32,No,None,Weather,Stable,Budget
3366,2024-06-16,66,402,91.1,Yes,None,Competitor Pricing,Increasing,Premium
8580,2024-03-13,22,4,19.98,Yes,None,Economic Indicator,Decreasing,Budget
4177,2024-04-17,89,368,54.85,Yes,Festival,Weather,Increasing,Regular
8050,2024-12-04,29,128,44.41,Yes,Holiday,Weather,Stable,Premium
5958,2024-09-17,30,486,36.43,No,Festival,None,Increasing,Budget
7827,2024-07-24,1,383,19.57,Yes,Holiday,Competitor Pricing,Increasing,Budget
5643,2024-05-03,77,287,90.68,No,Festival,Weather,Stable,Budget
8536,2024-05-24,14,457,54.29,Yes,None,Economic Indicator,Decreasing,Premium
9114,2024-10-25,95,397,15.22,Yes,None,None,Stable,Regular
8962,2024-10-20,98,473,33.51,Yes,None,Economic Indicator,Stable,Regular
3799,2024-09-21,41,349,33.39,No,Festival,Competitor Pricing,Decreasing,Budget
8341,2024-11-11,43,497,25.03,Yes,None,Economic Indicator,Decreasing,Regular
1268,2024-11-19,63,333,88.55,Yes,Festival,Weather,Increasing,Premium
6752,2024-03-13,6,5,66.35,Yes,None,None,Stable,Regular
6068,2024-02-25,23,86,30.29,Yes,None,None,Decreasing,Premium
9068,2024-12-07,98,434,44.41,Yes,Festival,Competitor Pricing,Increasing,Premium
9039,2024-06-14,97,190,22.94,No,Festival,Competitor Pricing,Decreasing,Budget
8050,2024-10-27,74,492,91.37,Yes,Festival,Competitor Pricing,Decreasing,Premium
7186,2024-09-04,31,113,64.25,No,None,Economic Indicator,Increasing,Budget
3563,2024-08-28,12,35,98.91,No,Festival,Economic Indicator,Decreasing,Premium
7301,2024-04-16,86,217,87.52,No,Holiday,Economic Indicator,Stable,Regular
8197,2024-07-03,40,29,26.12,No,Holiday,Economic Indicator,Decreasing,Regular
8013,2024-10-26,12,341,94.12,No,Holiday,Economic Indicator,Increasing,Premium
4971,2024-01-14,63,326,83.25,Yes,Festival,Competitor Pricing,Increasing,Budget
2702,2024-01-24,85,59,9.39,Yes,Holiday,Economic Indicator,Increasing,Regular
4220,2024-06-08,44,397,42.64,No,Festival,Weather,Increasing,Budget
7279,2024-10-11,43,108,39.96,No,Holiday,Competitor Pricing,Decreasing,Budget
7819,2024-03-23,67,43,23.57,Yes,Festival,Weather,Decreasing,Budget
4219,2024-04-13,1,300,79.55,Yes,Festival,None,Decreasing,Premium
4953,2024-07-17,77,297,34.78,Yes,None,Competitor Pricing,Decreasing,Budget
3943,2024-06-14,33,195,69.21,Yes,None,Weather,Increasing,Budget
7716,2024-03-23,72,402,19.57,No,Holiday,Weather,Stable,Regular
8818,2024-04-21,55,105,15.37,No,Festival,None,Stable,Regular
5177,2024-08-05,86,444,61.13,Yes,None,Economic Indicator,Increasing,Premium
4919,2024-01-01,1,196,50.55,No,None,Economic Indicator,Increasing,Premium
8683,2024-10-21,13,149,27.48,No,Holiday,Economic Indicator,Decreasing,Premium
6470,2024-09-20,24,355,16.38,Yes,Holiday,Economic Indicator,Increasing,Regular
4073,2024-08-25,93,295,61.31,No,None,Competitor Pricing,Decreasing,Budget
5134,2024-03-27,86,237,88.09,No,Festival,Economic Indicator,Increasing,Budget
8031,2024-12-08,8,140,11.9,No,Festival,None,Decreasing,Budget
6550,2024-09-24,24,310,9.24,No,Festival,Competitor Pricing,Increasing,Premium
7558,2024-08-21,2,470,94.03,Yes,Holiday,None,Decreasing,Premium
3971,2024-11-20,35,408,43.03,Yes,Holiday,Competitor Pricing,Decreasing,Premium
1232,2024-03-16,84,495,46.65,Yes,Holiday,Weather,Increasing,Regular
7042,2024-05-18,8,159,51.67,No,Holiday,Economic Indicator,Increasing,Premium
9910,2024-01-15,29,16,61.64,No,None,Weather,Decreasing,Regular
1234,2024-10-09,94,430,24.3,Yes,Holiday,Competitor Pricing,Stable,Regular
6240,2024-05-27,95,312,38.16,No,Holiday,None,Stable,Premium
7101,2024-06-23,36,481,5.66,Yes,Festival,Competitor Pricing,Increasing,Premium
1459,2024-12-11,40,186,21.06,Yes,None,Weather,Increasing,Budget
8500,2024-03-06,46,179,13.67,No,None,None,Decreasing,Regular
3794,2024-01-16,40,477,17.93,No,None,Economic Indicator,Decreasing,Budget
8556,2024-05-28,12,250,44.25,No,None,None,Stable,Premium
1685,2024-06-22,17,356,25.78,No,Festival,Weather,Decreasing,Premium
9622,2024-02-26,95,348,13.13,Yes,None,Weather,Decreasing,Regular
2656,2024-08-06,38,305,92.17,Yes,Holiday,Competitor Pricing,Decreasing,Regular
4082,2024-05-12,37,430,40.21,Yes,None,Economic Indicator,Decreasing,Budget
6683,2024-08-06,26,241,36.88,No,Holiday,Weather,Decreasing,Regular
4324,2024-02-23,68,270,23.76,No,Holiday,Weather,Stable,Regular
4866,2024-02-24,68,22,40.09,No,None,Weather,Decreasing,Premium
2355,2024-07-25,85,45,21.11,No,Festival,None,Decreasing,Premium
8023,2024-04-01,28,274,52.7,Yes,None,Weather,Stable,Regular
2656,2024-06-06,55,426,85.26,No,None,Weather,Decreasing,Regular
9369,2024-03-25,3,108,24.3,Yes,Holiday,Economic Indicator,Increasing,Regular
4559,2024-12-22,15,23,17.89,No,None,None,Increasing,Budget
6704,2024-12-08,62,335,83.76,Yes,Holiday,Economic Indicator,Decreasing,Budget
4891,2024-11-02,44,313,28.52,No,Holiday,Competitor Pricing,Stable,Regular
2163,2024-02-03,21,220,23.17,Yes,Festival,None,Decreasing,Regular
6626,2024-10-11,52,124,29.53,Yes,None,Competitor Pricing,Decreasing,Regular
8500,2024-04-02,98,488,23.0,No,Holiday,None,Stable,Premium
8101,2024-11-23,98,398,53.3,Yes,Holiday,Economic Indicator,Stable,Regular
6584,2024-10-09,59,401,89.18,No,Festival,Weather,Decreasing,Budget
3179,2024-06-09,10,288,19.33,Yes,Festival,Economic Indicator,Stable,Regular
6151,2024-06-11,42,145,38.98,No,Festival,None,Increasing,Premium
8268,2024-02-16,25,306,12.4,Yes,None,None,Decreasing,Budget
5900,2024-10-16,86,327,7.84,Yes,Festival,Competitor Pricing,Stable,Regular
2748,2024-03-18,10,246,87.03,No,None,Weather,Decreasing,Budget
4961,2024-09-18,99,498,42.27,No,Festival,Competitor Pricing,Increasing,Budget
7428,2024-09-03,60,359,44.88,Yes,None,Economic Indicator,Stable,Budget
9527,2024-11-28,38,161,9.38,Yes,Festival,Economic Indicator,Increasing,Budget
7308,2024-02-24,40,107,62.52,Yes,Festival,Competitor Pricing,Decreasing,Premium
7452,2024-05-17,99,97,84.61,No,None,None,Increasing,Premium
4689,2024-10-02,94,314,75.38,No,Holiday,Economic Indicator,Stable,Regular
7005,2024-11-19,38,362,86.78,Yes,Holiday,Weather,Decreasing,Budget
9409,2024-10-21,64,236,97.7,No,Festival,Weather,Increasing,Regular
6406,2024-10-04,23,387,51.8,No,None,Economic Indicator,Decreasing,Budget
8216,2024-06-01,11,294,37.57,No,None,None,Stable,Premium
4099,2024-11-10,18,60,12.22,Yes,None,None,Decreasing,Premium
4478,2024-12-02,59,232,14.24,Yes,None,Weather,Decreasing,Budget
5039,2024-10-10,9,389,52.19,Yes,Holiday,Competitor Pricing,Stable,Budget
2730,2024-11-29,6,154,58.99,No,None,None,Increasing,Budget
6961,2024-05-16,42,435,28.81,Yes,None,Competitor Pricing,Increasing,Budget
3496,2024-08-14,40,312,52.42,Yes,Holiday,Economic Indicator,Increasing,Premium
1460,2024-07-13,34,97,40.03,No,Festival,Weather,Increasing,Premium
2887,2024-07-31,53,177,67.45,Yes,Festival,Economic Indicator,Decreasing,Premium
9865,2024-05-24,16,236,42.94,No,Holiday,Weather,Decreasing,Budget
5901,2024-08-26,93,160,86.11,No,Holiday,Competitor Pricing,Stable,Budget
2997,2024-09-09,54,103,12.6,Yes,Holiday,Weather,Decreasing,Regular
5989,2024-09-09,83,81,24.31,Yes,Festival,Competitor Pricing,Stable,Budget
2734,2024-10-15,69,461,25.74,Yes,None,Economic Indicator,Increasing,Regular
6347,2024-12-23,28,460,76.13,No,Festival,Weather,Stable,Regular
6529,2024-03-24,4,438,96.32,Yes,Festival,None,Increasing,Regular
3516,2024-02-29,17,243,61.17,Yes,None,Economic Indicator,Stable,Premium
1885,2024-11-21,18,336,18.3,Yes,Festival,Economic Indicator,Stable,Budget
1277,2024-06-28,39,435,84.68,No,None,Economic Indicator,Decreasing,Budget
6277,2024-10-17,45,391,91.49,Yes,None,Economic Indicator,Decreasing,Premium
9129,2024-06-21,88,314,39.97,Yes,Festival,Competitor Pricing,Stable,Regular
7722,2024-05-10,91,414,72.18,No,Festival,Weather,Decreasing,Budget
7007,2024-03-05,29,426,40.22,No,None,Weather,Increasing,Regular
2291,2024-07-22,60,233,22.96,No,Holiday,None,Stable,Premium
2272,2024-08-04,99,76,89.34,Yes,Holiday,None,Decreasing,Premium
2573,2024-06-19,2,15,75.95,Yes,Festival,Economic Indicator,Decreasing,Regular
2984,2024-11-09,53,378,68.13,No,Festival,None,Decreasing,Regular
2419,2024-05-19,45,202,53.19,No,Holiday,Weather,Decreasing,Budget
2380,2024-08-08,70,484,42.78,Yes,Holiday,None,Stable,Premium
1473,2024-10-22,25,41,94.11,Yes,None,None,Stable,Regular
5124,2024-11-17,67,485,94.53,Yes,Festival,Weather,Decreasing,Budget
6583,2024-05-07,26,1,57.43,No,None,Weather,Stable,Premium
2004,2024-07-30,43,4,49.56,Yes,Festival,Economic Indicator,Stable,Regular
7778,2024-07-15,53,400,83.0,Yes,Festival,None,Decreasing,Regular
6375,2024-12-06,59,342,46.39,No,None,Weather,Increasing,Premium
4120,2024-02-01,96,437,24.73,Yes,Holiday,None,Stable,Budget
6354,2024-07-03,65,158,67.86,Yes,Holiday,Weather,Increasing,Premium
7370,2024-08-12,88,342,45.87,No,None,Competitor Pricing,Decreasing,Premium
2416,2024-05-11,65,420,21.26,No,Festival,Weather,Increasing,Budget
2667,2024-09-30,48,167,49.33,Yes,Festival,None,Decreasing,Premium
2552,2024-06-11,51,204,16.91,Yes,None,Competitor Pricing,Stable,Premium
4638,2024-09-09,70,108,49.21,No,Festival,Competitor Pricing,Increasing,Premium
5119,2024-01-21,49,489,69.35,Yes,Holiday,Economic Indicator,Stable,Premium
2397,2024-07-19,82,323,44.07,No,Festival,None,Decreasing,Premium
2993,2024-02-10,92,427,96.09,No,Holiday,None,Stable,Regular
7969,2024-05-26,97,128,41.59,No,Festival,Weather,Stable,Budget
4715,2024-01-24,7,347,91.95,Yes,Festival,Weather,Decreasing,Regular
8584,2024-08-05,38,184,35.31,No,None,Weather,Stable,Premium
2509,2024-07-01,98,144,26.21,No,Festival,Economic Indicator,Stable,Regular
7641,2024-08-07,59,279,14.23,Yes,Holiday,Weather,Increasing,Premium
3722,2024-06-12,70,57,20.35,No,Holiday,Economic Indicator,Decreasing,Premium
7625,2024-02-19,11,294,6.23,Yes,None,None,Increasing,Budget
5275,2024-08-25,4,244,97.97,No,None,Economic Indicator,Increasing,Budget
6597,2024-11-05,11,424,70.14,No,None,None,Decreasing,Regular
8416,2024-05-13,5,372,43.92,Yes,Holiday,Economic Indicator,Increasing,Premium
3555,2024-03-04,12,154,7.22,No,Holiday,Economic Indicator,Decreasing,Regular
7962,2024-10-15,85,278,69.02,No,Holiday,Economic Indicator,Stable,Regular
5432,2024-07-25,49,467,88.07,No,Holiday,Competitor Pricing,Decreasing,Budget
7311,2024-07-22,56,357,95.85,No,Holiday,Competitor Pricing,Stable,Budget
3468,2024-09-11,41,265,69.54,Yes,Festival,Economic Indicator,Stable,Regular
3632,2024-06-28,81,400,64.99,No,Festival,Economic Indicator,Stable,Premium
7375,2024-10-18,78,37,56.49,Yes,None,Economic Indicator,Stable,Budget
2599,2024-01-14,76,126,55.7,Yes,Holiday,Economic Indicator,Stable,Regular
1097,2024-08-23,92,383,75.44,No,Festival,Economic Indicator,Decreasing,Regular
4839,2024-12-23,46,267,67.07,Yes,None,None,Increasing,Budget
2770,2024-03-08,29,423,84.76,No,Holiday,Economic Indicator,Increasing,Regular
8857,2024-05-05,23,198,74.53,No,None,Weather,Decreasing,Premium
1750,2024-04-05,34,87,70.84,Yes,None,Economic Indicator,Decreasing,Regular
4777,2024-09-26,52,309,50.53,Yes,None,Competitor Pricing,Decreasing,Premium
6728,2024-07-31,57,425,27.76,No,None,Weather,Decreasing,Premium
2650,2024-02-11,13,436,73.03,No,Festival,Weather,Increasing,Regular
2347,2024-01-03,25,402,27.11,Yes,Festival,Weather,Increasing,Premium
6081,2024-08-16,35,209,11.1,No,None,Weather,Decreasing,Premium
5927,2024-12-07,7,406,41.45,No,Festival,Competitor Pricing,Stable,Regular
3385,2024-03-06,56,304,69.08,No,Festival,Economic Indicator,Increasing,Premium
6278,2024-09-05,85,451,68.1,Yes,None,Competitor Pricing,Stable,Premium
4574,2024-07-24,19,59,35.15,No,Holiday,None,Increasing,Premium
4042,2024-05-26,77,216,51.19,Yes,Holiday,Economic Indicator,Stable,Budget
1965,2024-10-15,42,362,63.51,No,Festival,Economic Indicator,Decreasing,Regular
1345,2024-08-01,95,358,13.78,No,Holiday,Weather,Decreasing,Premium
9084,2024-03-29,70,348,59.49,No,Holiday,Competitor Pricing,Decreasing,Regular
6149,2024-07-03,23,498,24.04,Yes,Holiday,Competitor Pricing,Decreasing,Premium
5960,2024-01-25,97,239,40.03,Yes,None,None,Increasing,Premium
5535,2024-03-20,45,5,76.84,No,None,None,Stable,Regular
5864,2024-07-02,53,6,42.82,No,Festival,Competitor Pricing,Decreasing,Premium
3790,2024-05-07,98,10,52.05,No,Holiday,Weather,Decreasing,Budget
1614,2024-03-10,71,104,40.78,No,Holiday,None,Decreasing,Regular
7672,2024-06-27,64,93,8.97,Yes,Festival,None,Stable,Premium
8155,2024-06-22,43,62,38.29,Yes,Holiday,Economic Indicator,Decreasing,Premium
7705,2024-12-12,63,322,80.16,No,Holiday,Competitor Pricing,Increasing,Premium
8184,2024-03-23,77,164,21.63,Yes,Festival,None,Stable,Regular
6411,2024-05-29,62,15,28.9,Yes,Holiday,Economic Indicator,Decreasing,Budget
7573,2024-07-21,22,240,53.65,No,Festival,Competitor Pricing,Stable,Regular
9692,2024-05-13,37,413,47.97,No,Festival,Economic Indicator,Increasing,Regular
6177,2024-12-28,80,271,56.75,No,Holiday,Economic Indicator,Stable,Regular
2230,2024-08-19,72,188,84.87,Yes,Festival,None,Decreasing,Budget
1191,2024-03-01,69,26,42.06,No,Holiday,Competitor Pricing,Increasing,Premium
8693,2024-05-16,41,175,26.29,Yes,None,Economic Indicator,Decreasing,Regular
8595,2024-12-02,20,385,14.93,No,Festival,Economic Indicator,Increasing,Premium
8695,2024-04-03,73,381,45.64,No,Holiday,Competitor Pricing,Increasing,Regular
1735,2024-02-12,26,163,46.38,No,Holiday,None,Stable,Premium
7094,2024-11-04,33,277,43.13,No,None,Competitor Pricing,Stable,Regular
1991,2024-04-05,32,28,57.64,Yes,None,Competitor Pricing,Stable,Regular
5959,2024-11-01,57,7,9.63,No,Holiday,Competitor Pricing,Decreasing,Budget
2425,2024-02-27,96,110,96.79,No,Holiday,Economic Indicator,Decreasing,Premium
5826,2024-03-07,64,170,43.57,No,Festival,Economic Indicator,Increasing,Regular
6978,2024-07-05,12,39,72.03,Yes,None,None,Decreasing,Regular
7379,2024-07-07,67,91,53.2,No,Festival,Economic Indicator,Increasing,Regular
7170,2024-05-02,5,403,27.93,Yes,Holiday,None,Increasing,Regular
5783,2024-03-30,94,355,24.42,Yes,Festival,Competitor Pricing,Decreasing,Budget
8062,2024-05-18,23,42,68.66,Yes,Holiday,Economic Indicator,Stable,Premium
1488,2024-05-07,14,286,28.64,No,Holiday,Economic Indicator,Increasing,Budget
7081,2024-06-17,73,489,16.09,Yes,Holiday,Competitor Pricing,Stable,Budget
4502,2024-06-04,45,238,68.39,Yes,Holiday,Competitor Pricing,Increasing,Premium
2755,2024-09-27,11,480,34.44,No,Festival,Competitor Pricing,Stable,Premium
8429,2024-09-25,54,377,25.34,Yes,Festival,Economic Indicator,Increasing,Premium
9545,2024-12-24,34,377,36.41,No,Holiday,Competitor Pricing,Stable,Budget
6876,2024-04-19,39,102,88.18,Yes,Festival,Weather,Stable,Premium
3428,2024-12-03,77,250,84.38,No,Festival,None,Increasing,Budget
3678,2024-04-15,88,70,6.39,No,None,None,Increasing,Regular
8474,2024-12-12,21,440,62.39,Yes,Festival,Economic Indicator,Decreasing,Budget
5614,2024-05-28,30,66,82.68,No,Holiday,None,Stable,Regular
8036,2024-07-27,66,396,11.27,No,None,Economic Indicator,Stable,Regular
5535,2024-06-07,82,128,67.39,No,Holiday,Economic Indicator,Increasing,Premium
3117,2024-11-01,38,462,14.02,Yes,Holiday,Economic Indicator,Increasing,Premium
1156,2024-04-22,77,188,36.17,Yes,Holiday,Weather,Decreasing,Regular
4059,2024-06-20,48,498,13.44,No,Festival,Weather,Decreasing,Budget
4945,2024-12-08,67,325,68.99,Yes,Holiday,Competitor Pricing,Increasing,Budget
5237,2024-07-11,65,292,38.08,Yes,Holiday,Economic Indicator,Stable,Premium
8202,2024-09-28,86,144,58.6,No,Festival,Weather,Stable,Budget
3736,2024-06-10,69,280,81.74,No,None,Competitor Pricing,Increasing,Budget
7064,2024-09-30,70,201,42.63,Yes,Holiday,None,Stable,Premium
3441,2024-10-19,8,206,17.16,No,Festival,Economic Indicator,Increasing,Regular
2544,2024-11-20,18,337,42.27,Yes,Holiday,Weather,Decreasing,Budget
1523,2024-10-19,88,108,53.45,No,None,Weather,Stable,Regular
5538,2024-12-01,26,351,64.91,Yes,Holiday,Weather,Stable,Premium
5241,2024-11-03,12,431,51.83,No,None,Competitor Pricing,Increasing,Regular
1408,2024-11-25,94,159,48.53,Yes,Festival,Competitor Pricing,Increasing,Budget
3075,2024-03-08,10,40,47.31,No,Holiday,Economic Indicator,Increasing,Budget
4110,2024-02-15,33,106,85.66,No,None,Economic Indicator,Stable,Budget
8707,2024-03-23,50,434,50.3,Yes,Holiday,Weather,Decreasing,Budget
7032,2024-12-24,40,271,53.64,No,Holiday,Competitor Pricing,Increasing,Regular
1935,2024-07-31,43,30,7.6,Yes,None,Competitor Pricing,Decreasing,Regular
6012,2024-08-21,8,497,52.9,Yes,Festival,Competitor Pricing,Stable,Regular
8644,2024-12-19,63,299,45.6,Yes,Holiday,Competitor Pricing,Increasing,Regular
7402,2024-04-20,80,179,19.27,Yes,Holiday,Economic Indicator,Decreasing,Regular
7106,2024-05-13,16,249,6.78,Yes,Holiday,Weather,Increasing,Budget
6041,2024-06-08,10,92,73.74,No,Festival,Weather,Increasing,Budget
4882,2024-05-08,88,273,85.55,Yes,Festival,Weather,Increasing,Premium
8251,2024-03-05,72,345,14.09,No,Holiday,None,Stable,Regular
7199,2024-03-27,61,2,19.45,Yes,Holiday,Economic Indicator,Decreasing,Budget
5548,2024-06-22,3,189,38.25,No,Festival,Competitor Pricing,Increasing,Budget
7550,2024-10-22,25,55,61.43,Yes,None,Weather,Increasing,Regular
6994,2024-01-09,28,167,92.03,No,Holiday,Economic Indicator,Increasing,Premium
5856,2024-01-12,88,104,35.45,Yes,Holiday,Economic Indicator,Stable,Budget
3717,2024-01-21,59,289,82.51,Yes,Festival,Economic Indicator,Stable,Regular
8791,2024-10-22,5,358,7.43,No,None,None,Decreasing,Premium
4743,2024-08-14,40,9,18.42,Yes,None,Competitor Pricing,Decreasing,Budget
6875,2024-08-31,70,220,78.15,Yes,Festival,Weather,Increasing,Premium
4336,2024-02-23,9,378,62.19,Yes,None,None,Stable,Regular
6397,2024-10-16,57,420,26.25,Yes,None,Competitor Pricing,Stable,Premium
9739,2024-06-25,14,230,56.49,Yes,Festival,Competitor Pricing,Increasing,Regular
8611,2024-12-06,80,360,33.38,Yes,Holiday,Economic Indicator,Stable,Regular
4152,2024-12-15,65,187,99.38,No,Holiday,None,Decreasing,Budget
2188,2024-10-30,89,106,85.25,Yes,Holiday,Competitor Pricing,Stable,Regular
9543,2024-01-20,33,292,68.42,No,Holiday,Weather,Stable,Regular
3105,2024-09-14,81,307,87.81,Yes,None,Weather,Stable,Premium
5383,2024-07-06,49,88,22.95,Yes,None,None,Increasing,Premium
9281,2024-05-12,61,131,83.51,No,Holiday,Economic Indicator,Increasing,Budget
9371,2024-06-02,27,418,42.21,No,Holiday,None,Decreasing,Premium
5762,2024-05-16,22,192,74.37,No,Holiday,Weather,Increasing,Premium
6745,2024-03-13,15,101,11.07,No,Festival,None,Increasing,Budget
9252,2024-02-06,12,409,25.95,Yes,None,Economic Indicator,Increasing,Premium
4759,2024-03-01,91,324,87.66,Yes,Holiday,Competitor Pricing,Stable,Budget
4009,2024-05-02,25,135,73.91,Yes,Festival,Economic Indicator,Increasing,Budget
9537,2024-09-18,76,31,73.05,No,Holiday,None,Stable,Premium
9101,2024-10-23,78,395,97.53,No,None,None,Decreasing,Premium
1302,2024-11-28,29,165,74.92,No,None,Economic Indicator,Stable,Regular
6626,2024-05-30,76,35,82.78,No,Festival,Economic Indicator,Decreasing,Regular
6189,2024-10-28,78,448,77.64,No,Holiday,Competitor Pricing,Decreasing,Budget
1457,2024-05-16,31,246,86.07,Yes,Festival,Weather,Stable,Regular
9734,2024-06-10,32,122,20.35,No,None,None,Stable,Premium
2076,2024-02-10,56,442,5.99,No,None,Competitor Pricing,Stable,Regular
8752,2024-03-09,68,294,63.35,Yes,None,Competitor Pricing,Decreasing,Premium
6174,2024-07-16,61,101,89.22,Yes,Holiday,Economic Indicator,Stable,Premium
5147,2024-02-04,64,244,30.52,Yes,None,Weather,Decreasing,Regular
1789,2024-06-26,9,163,61.49,Yes,None,Weather,Increasing,Regular
9528,2024-01-19,77,473,73.24,Yes,Festival,Competitor Pricing,Stable,Premium
8944,2024-06-22,78,105,91.44,Yes,Festival,None,Decreasing,Regular
2210,2024-05-31,65,226,15.6,No,None,Weather,Stable,Premium
2624,2024-01-22,17,121,49.76,No,Holiday,Weather,Stable,Premium
7354,2024-10-16,2,433,18.67,Yes,None,Competitor Pricing,Stable,Premium
2807,2024-07-18,84,387,36.05,Yes,Holiday,Economic Indicator,Decreasing,Budget
1369,2024-03-27,2,333,92.55,No,Holiday,Weather,Stable,Premium
6937,2024-09-06,47,88,46.28,Yes,None,Competitor Pricing,Decreasing,Budget
7386,2024-04-01,7,387,24.56,No,None,None,Decreasing,Premium
5953,2024-10-28,86,446,73.9,Yes,Festival,Weather,Decreasing,Premium
4363,2024-03-31,73,295,53.35,Yes,None,Weather,Stable,Premium
8798,2024-04-17,72,362,16.59,No,None,Competitor Pricing,Decreasing,Regular
7145,2024-08-17,94,129,35.21,No,Festival,Economic Indicator,Increasing,Premium
